book,chapter,verse,entity,label
,9,1,Medes,NORP
,9,1,Chaldeans,NORP
,9,2,the first year,DATE
,9,2,Daniel,PERSON
,9,2,the years,DATE
,9,2,Jeremiah,PERSON
,9,2,seventy years,DATE
,9,2,Jerusalem,GPE
,9,7,this day,DATE
,9,7,Judah,PERSON
,9,7,Jerusalem,GPE
,9,7,Israel,GPE
,9,11,Israel,GPE
,9,11,Moses,PERSON
,9,12,Jerusalem,GPE
,9,13,Moses,PERSON
,9,15,Egypt,GPE
,9,15,this day,DATE
,9,16,Jerusalem,GPE
,9,16,Jerusalem,GPE
,9,20,Israel,GPE
,9,21,Gabriel,PERSON
,9,21,evening,TIME
,9,22,Daniel,PERSON
,9,24,Seventy weeks,DATE
,9,25,Jerusalem,GPE
,9,25,seven weeks,DATE
,9,25,threescore and two weeks,DATE
,9,26,threescore and two weeks,DATE
,9,27,one week,DATE
,9,27,the week,DATE
,10,1,the third year,DATE
,10,1,Cyrus,PERSON
,10,1,Persia,PERSON
,10,1,Daniel,PERSON
,10,1,Belteshazzar,PERSON
,10,2,those days,DATE
,10,2,Daniel,PERSON
,10,2,three full weeks,DATE
,10,3,three whole weeks,DATE
,10,4,the four and twentieth day,DATE
,10,4,the first month,DATE
,10,4,Hiddekel,PERSON
,10,7,Daniel,PERSON
,10,7,so,PERSON
,10,9,on,PERSON
,10,11,Daniel,PERSON
,10,12,Daniel,PERSON
,10,12,the first day,DATE
,10,13,Persia,GPE
,10,13,one,CARDINAL
,10,13,twenty days,DATE
,10,13,Michael,PERSON
,10,13,Persia,GPE
,10,14,the latter days,DATE
,10,14,many days,DATE
,10,16,one,CARDINAL
,10,18,one,CARDINAL
,10,20,Knowest,PERSON
,10,20,Persia,PERSON
,10,20,Grecia,PERSON
,10,21,Michael,PERSON
,11,1,the first year,DATE
,11,1,Darius the Mede,ORG
,11,2,three,CARDINAL
,11,2,Persia,GPE
,11,2,fourth,ORDINAL
,11,2,Grecia,GPE
,11,4,four,CARDINAL
,11,6,the end of years,DATE
,11,6,daughter,PERSON
,11,8,Egypt,GPE
,11,8,years,DATE
,11,9,So,PERSON
,11,10,one,CARDINAL
,11,12,ten thousands,CARDINAL
,11,15,So,PERSON
,11,17,daughter,PERSON
,11,17,on,PERSON
,11,20,few days,DATE
,11,30,Chittim,PERSON
,11,30,so,PERSON
,11,31,on,PERSON
,11,33,many days,DATE
,11,41,Edom,ORG
,11,41,Moab,GPE
,11,41,Ammon,PERSON
,11,42,Egypt,GPE
,11,43,Egypt,GPE
,11,43,Libyans,NORP
,11,43,Ethiopians,NORP
,12,1,Michael,PERSON
,12,4,Daniel,PERSON
,12,5,Daniel,PERSON
,12,5,two,CARDINAL
,12,5,on,PERSON
,12,5,on,PERSON
,12,7,an half,CARDINAL
,12,9,Daniel,PERSON
,12,11,daily,DATE
,12,11,a thousand two hundred and ninety days,CARDINAL
,12,12,Blessed,PERSON
,12,12,the thousand three hundred and five and thirty days,DATE
,12,13,lot,PERSON
,12,13,the end of the days,DATE
,1,1,Hosea,PERSON
,1,1,Beeri,PERSON
,1,1,the days,DATE
,1,1,Uzziah,ORG
,1,1,Jotham,PERSON
,1,1,Ahaz,ORG
,1,1,Hezekiah,PERSON
,1,1,Judah,PERSON
,1,1,the days,DATE
,1,1,Jeroboam,PERSON
,1,1,Joash,PERSON
,1,1,Israel,GPE
,1,2,Hosea,PERSON
,1,2,"Hosea, Go",PERSON
,1,3,So,PERSON
,1,3,Gomer,PERSON
,1,3,daughter,PERSON
,1,3,Diblaim,PERSON
,1,4,Jezreel,PERSON
,1,4,Jezreel,PERSON
,1,4,Jehu,PERSON
,1,4,Israel,GPE
,1,5,that day,DATE
,1,5,Israel,GPE
,1,5,Jezreel,LOC
,1,6,daughter,PERSON
,1,6,God,PERSON
,1,6,Loruhamah,ORG
,1,6,Israel,GPE
,1,7,Judah,GPE
,1,8,Loruhamah,ORG
,1,10,Israel,GPE
,1,10,Ye,PERSON
,1,10,Ye,PERSON
,1,11,Judah,PERSON
,1,11,Israel,GPE
,1,11,the day,DATE
,1,11,Jezreel,PERSON
,2,1,Ammi,PERSON
,2,1,Ruhamah,PERSON
,2,2,put,PERSON
,2,3,the day,DATE
,2,7,first,ORDINAL
,2,8,Baal,PERSON
,2,13,Baalim,ORG
,2,15,Achor,ORG
,2,15,the days,DATE
,2,15,the day,DATE
,2,15,Egypt,GPE
,2,16,that day,DATE
,2,16,Ishi,PERSON
,2,16,Baali,PERSON
,2,17,Baalim,ORG
,2,18,that day,DATE
,2,21,that day,DATE
,2,22,Jezreel,PERSON
,3,1,Israel,GPE
,3,2,So,PERSON
,3,2,fifteen,CARDINAL
,3,2,half,CARDINAL
,3,3,so,PERSON
,3,4,Israel,GPE
,3,4,ephod,PERSON
,3,5,Israel,GPE
,3,5,David,PERSON
,3,5,the latter days,DATE
,4,1,Israel,GPE
,4,5,the day,DATE
,4,7,so,PERSON
,4,8,on,PERSON
,4,15,Israel,GPE
,4,15,Judah,PERSON
,4,15,Gilgal,PERSON
,4,15,Bethaven,GPE
,4,16,Israel,GPE
,4,17,Ephraim,PERSON
,5,1,Israel,GPE
,5,1,on,PERSON
,5,1,Mizpah,PERSON
,5,1,Tabor,PERSON
,5,3,Ephraim,PERSON
,5,3,Israel,GPE
,5,3,Ephraim,PERSON
,5,3,Israel,GPE
,5,5,Israel,GPE
,5,5,Israel,GPE
,5,5,Ephraim,PERSON
,5,5,Judah,PERSON
,5,7,a month,DATE
,5,8,Gibeah,GPE
,5,8,Ramah,GPE
,5,8,Bethaven,GPE
,5,8,O Benjamin,PERSON
,5,9,Ephraim,PERSON
,5,9,the day,DATE
,5,9,Israel,GPE
,5,10,Judah,PERSON
,5,11,Ephraim,PERSON
,5,12,Ephraim,PERSON
,5,12,Judah,PERSON
,5,13,Ephraim,PERSON
,5,13,Judah,PERSON
,5,13,Ephraim,PERSON
,5,13,Assyrian,NORP
,5,13,Jareb,PERSON
,5,14,Ephraim,PERSON
,5,14,Judah,PERSON
,6,2,two days,DATE
,6,2,the third day,DATE
,6,3,on,PERSON
,6,4,Ephraim,PERSON
,6,4,O Judah,PERSON
,6,8,Gilead,ORG
,6,9,so,PERSON
,6,10,Israel,GPE
,6,10,Ephraim,GPE
,6,10,Israel,GPE
,6,11,O Judah,PERSON
,7,1,Israel,GPE
,7,1,Ephraim,PERSON
,7,1,Samaria,GPE
,7,4,baker,PERSON
,7,5,the day,DATE
,7,6,baker,PERSON
,7,8,Ephraim,PERSON
,7,8,Ephraim,PERSON
,7,10,Israel,GPE
,7,11,Ephraim,PERSON
,7,11,Egypt,GPE
,7,11,Assyria,GPE
,7,16,Egypt,GPE
,8,2,Israel,GPE
,8,3,Israel,GPE
,8,5,Samaria,GPE
,8,6,Israel,GPE
,8,6,Samaria,GPE
,8,7,so,PERSON
,8,8,Israel,GPE
,8,8,Gentiles,ORG
,8,9,Assyria,GPE
,8,9,Ephraim,PERSON
,8,11,Ephraim,PERSON
,8,13,Egypt,GPE
,8,14,Israel,GPE
,8,14,Judah,PERSON
,9,1,Israel,GPE
,9,3,Ephraim,PERSON
,9,3,Egypt,GPE
,9,3,Assyria,GPE
,9,5,the solemn day,DATE
,9,5,the day,DATE
,9,6,Egypt,GPE
,9,6,Memphis,GPE
,9,7,The days,DATE
,9,7,Israel,GPE
,9,8,Ephraim,PERSON
,9,9,the days,DATE
,9,10,Israel,GPE
,9,10,first,ORDINAL
,9,10,Baalpeor,ORG
,9,11,Ephraim,PERSON
,9,13,Ephraim,PERSON
,9,13,Tyrus,PERSON
,9,13,Ephraim,PERSON
,9,16,Ephraim,PERSON
,10,1,Israel,GPE
,10,5,Samaria,GPE
,10,5,on,PERSON
,10,6,Assyria,GPE
,10,6,Jareb,PERSON
,10,6,Ephraim,PERSON
,10,6,Israel,GPE
,10,7,Samaria,GPE
,10,8,Aven,ORG
,10,8,Israel,GPE
,10,8,on,PERSON
,10,8,on,PERSON
,10,9,Israel,GPE
,10,9,the days,DATE
,10,9,Gibeah,GPE
,10,10,two,CARDINAL
,10,11,Ephraim,PERSON
,10,11,Ephraim,PERSON
,10,11,Judah,PERSON
,10,11,Jacob,PERSON
,10,13,Ye,PERSON
,10,14,Betharbel,WORK_OF_ART
,10,14,the day,DATE
,10,15,So,PERSON
,10,15,Bethel,PERSON
,10,15,Israel,GPE
,11,1,Israel,GPE
,11,1,Egypt,GPE
,11,2,so,PERSON
,11,2,Baalim,ORG
,11,3,Ephraim,PERSON
,11,4,on,PERSON
,11,5,Egypt,GPE
,11,5,Assyrian,NORP
,11,6,on,PERSON
,11,8,Ephraim,PERSON
,11,8,Israel,GPE
,11,8,Admah,GPE
,11,8,Zeboim,PERSON
,11,9,Ephraim,PERSON
,11,9,the Holy One in,WORK_OF_ART
,11,11,Egypt,GPE
,11,11,Assyria,LOC
,11,12,Ephraim,PERSON
,11,12,Israel,GPE
,11,12,Judah,PERSON
,12,1,Ephraim,PERSON
,12,1,on,PERSON
,12,1,daily,DATE
,12,1,increaseth,PERSON
,12,1,Assyrians,NORP
,12,1,Egypt,GPE
,12,2,Judah,PERSON
,12,2,Jacob,PERSON
,12,4,Bethel,GPE
,12,6,on,PERSON
,12,8,Ephraim,PERSON
,12,9,Egypt,GPE
,12,9,the days,DATE
,12,10,the ministry of the prophets,ORG
,12,11,Gilead,GPE
,12,11,Gilgal,GPE
,12,12,Jacob,PERSON
,12,12,Syria,GPE
,12,12,Israel,GPE
,12,13,Israel,GPE
,12,13,Egypt,GPE
,12,14,Ephraim,PERSON
,13,1,Ephraim,PERSON
,13,1,Israel,GPE
,13,1,Baal,PERSON
,13,4,Egypt,GPE
,13,6,so,PERSON
,13,9,Israel,GPE
,13,12,Ephraim,PERSON
,13,14,death,PERSON
,13,14,death,PERSON
,13,16,Samaria,GPE
,14,1,Israel,GPE
,14,2,so,PERSON
,14,3,Asshur,ORG
,14,3,Ye,PERSON
,14,5,Israel,GPE
,14,5,Lebanon,GPE
,14,6,Lebanon,GPE
,14,7,Lebanon,GPE
,14,8,Ephraim,PERSON
,1,1,Joel,PERSON
,1,1,Pethuel,ORG
,1,2,the days,DATE
,1,15,the day,DATE
,2,1,Zion,GPE
,2,1,the day,DATE
,2,2,A day,DATE
,2,2,the years,DATE
,2,3,Eden,LOC
,2,4,so,PERSON
,2,5,on,PERSON
,2,7,on,PERSON
,2,8,one,CARDINAL
,2,11,the day,DATE
,2,15,Zion,GPE
,2,17,Spare,PERSON
,2,20,the east sea,LOC
,2,23,Zion,GPE
,2,23,the first month,DATE
,2,25,the years,DATE
,2,27,Israel,GPE
,2,29,those days,DATE
,2,32,on,PERSON
,2,32,mount Zion,GPE
,2,32,Jerusalem,GPE
,3,1,those days,DATE
,3,1,Judah,GPE
,3,1,Jerusalem,GPE
,3,2,Jehoshaphat,PERSON
,3,2,Israel,GPE
,3,4,Zidon,EVENT
,3,4,Palestine,GPE
,3,6,Judah,PERSON
,3,6,Jerusalem,GPE
,3,6,Grecians,NORP
,3,8,Judah,PERSON
,3,8,Sabeans,NORP
,3,9,Gentiles,PRODUCT
,3,12,Jehoshaphat,PERSON
,3,13,Put,PERSON
,3,14,the day,DATE
,3,16,Zion,GPE
,3,16,Jerusalem,GPE
,3,16,Israel,GPE
,3,17,So,PERSON
,3,17,Zion,GPE
,3,17,Jerusalem,GPE
,3,18,that day,DATE
,3,18,Judah,GPE
,3,18,Shittim,GPE
,3,19,Egypt,GPE
,3,19,Judah,PERSON
,3,20,Judah,PERSON
,3,20,Jerusalem,GPE
,3,21,Zion,GPE
,1,1,Amos,PERSON
,1,1,Tekoa,ORG
,1,1,Israel,GPE
,1,1,the days,DATE
,1,1,Uzziah,PERSON
,1,1,Judah,PERSON
,1,1,the days,DATE
,1,1,Jeroboam,PERSON
,1,1,Joash,PERSON
,1,1,Israel,GPE
,1,1,two years,DATE
,1,2,Zion,GPE
,1,2,Jerusalem,GPE
,1,2,Carmel,ORG
,1,3,three,CARDINAL
,1,3,Damascus,GPE
,1,3,four,CARDINAL
,1,3,Gilead,ORG
,1,4,Hazael,GPE
,1,4,Benhadad,GPE
,1,5,Damascus,GPE
,1,5,Aven,PRODUCT
,1,5,Eden,LOC
,1,5,Syria,GPE
,1,5,Kir,PERSON
,1,6,three,CARDINAL
,1,6,Gaza,GPE
,1,6,four,CARDINAL
,1,7,on,PERSON
,1,7,Gaza,GPE
,1,8,Ashdod,ORG
,1,8,Ashkelon,GPE
,1,8,Ekron,ORG
,1,8,Philistines,PRODUCT
,1,9,three,CARDINAL
,1,9,Tyrus,PERSON
,1,9,four,CARDINAL
,1,9,Edom,ORG
,1,10,on,PERSON
,1,10,Tyrus,PERSON
,1,11,three,CARDINAL
,1,11,Edom,ORG
,1,11,four,CARDINAL
,1,12,Teman,PERSON
,1,12,Bozrah,GPE
,1,13,three,CARDINAL
,1,13,Ammon,PERSON
,1,13,four,CARDINAL
,1,13,Gilead,ORG
,1,14,Rabbah,PERSON
,1,14,the day,DATE
,1,14,the day,DATE
,2,1,three,CARDINAL
,2,1,Moab,GPE
,2,1,four,CARDINAL
,2,1,Edom,GPE
,2,2,Moab,LOC
,2,2,Kirioth,GPE
,2,2,Moab,LOC
,2,4,three,CARDINAL
,2,4,Judah,PERSON
,2,4,four,CARDINAL
,2,5,Judah,PERSON
,2,5,Jerusalem,GPE
,2,6,three,CARDINAL
,2,6,Israel,GPE
,2,6,four,CARDINAL
,2,7,on,PERSON
,2,10,Egypt,GPE
,2,10,forty years,DATE
,2,10,Amorite,LOC
,2,11,Nazarites,PERSON
,2,11,Israel,GPE
,2,16,that day,DATE
,3,1,Israel,GPE
,3,1,Egypt,GPE
,3,3,two,CARDINAL
,3,5,one,CARDINAL
,3,9,Ashdod,ORG
,3,9,Egypt,GPE
,3,9,Assemble,PERSON
,3,9,Samaria,GPE
,3,12,two,CARDINAL
,3,12,so,PERSON
,3,12,Israel,GPE
,3,12,Samaria,GPE
,3,12,Damascus,GPE
,3,13,Jacob,PERSON
,3,14,the day,DATE
,3,14,Israel,GPE
,3,14,Bethel,GPE
,3,15,winter,DATE
,3,15,summer,DATE
,4,1,Bashan,GPE
,4,1,Samaria,GPE
,4,4,three years,DATE
,4,5,thanksgiving,DATE
,4,5,Israel,GPE
,4,7,three months,DATE
,4,7,one,CARDINAL
,4,7,one,CARDINAL
,4,8,So,PERSON
,4,8,two,CARDINAL
,4,8,three,CARDINAL
,4,8,one,CARDINAL
,4,10,Egypt,GPE
,4,11,Sodom,GPE
,4,11,Gomorrah,GPE
,4,12,Israel,GPE
,4,13,morning,TIME
,5,1,Israel,GPE
,5,2,Israel,GPE
,5,3,a thousand,CARDINAL
,5,3,an hundred,CARDINAL
,5,3,an hundred,CARDINAL
,5,3,ten,CARDINAL
,5,3,Israel,GPE
,5,4,Israel,GPE
,5,5,Bethel,GPE
,5,5,Gilgal,PERSON
,5,5,Beersheba,PERSON
,5,5,Bethel,GPE
,5,6,Joseph,PERSON
,5,6,Bethel,GPE
,5,7,Ye,PERSON
,5,8,seven,CARDINAL
,5,8,Orion,ORG
,5,8,death,PERSON
,5,8,the morning,TIME
,5,9,so,PERSON
,5,11,Forasmuch,ORG
,5,14,so,PERSON
,5,15,Joseph,PERSON
,5,18,the day,DATE
,5,19,on,PERSON
,5,20,the day,DATE
,5,25,forty years,DATE
,5,25,Israel,GPE
,5,26,Chiun,ORG
,5,27,Damascus,GPE
,6,1,Zion,GPE
,6,1,Samaria,GPE
,6,1,Israel,GPE
,6,2,Calneh,PERSON
,6,2,Hamath,NORP
,6,2,Gath,PERSON
,6,2,Philistines,NORP
,6,3,put,PERSON
,6,5,David,PERSON
,6,6,Joseph,PERSON
,6,7,first,ORDINAL
,6,8,Jacob,PERSON
,6,9,ten,CARDINAL
,6,9,one,CARDINAL
,6,12,one,CARDINAL
,6,13,Ye,PERSON
,6,14,Israel,GPE
,6,14,Hemath,PERSON
,7,2,Jacob,PERSON
,7,5,Jacob,PERSON
,7,8,Amos,PERSON
,7,8,Behold,PERSON
,7,8,Israel,GPE
,7,9,Isaac,PERSON
,7,9,Israel,GPE
,7,9,Jeroboam,PERSON
,7,10,Amaziah,ORG
,7,10,Bethel,ORG
,7,10,Jeroboam,PERSON
,7,10,Israel,GPE
,7,10,Amos,PERSON
,7,10,Israel,GPE
,7,11,Amos,PERSON
,7,11,Jeroboam,PERSON
,7,11,Israel,GPE
,7,12,Amaziah,ORG
,7,12,Amos,PERSON
,7,12,Judah,GPE
,7,13,Bethel,GPE
,7,14,Amos,PERSON
,7,14,Amaziah,ORG
,7,15,Israel,GPE
,7,16,Israel,GPE
,7,16,Isaac,GPE
,7,17,Israel,GPE
,8,2,Amos,PERSON
,8,2,Israel,GPE
,8,3,that day,DATE
,8,5,ephah,PERSON
,8,7,Jacob,PERSON
,8,8,Egypt,GPE
,8,9,that day,DATE
,8,9,noon,TIME
,8,9,the clear day,DATE
,8,13,that day,DATE
,8,14,Samaria,GPE
,8,14,O Dan,PERSON
,8,14,Beersheba,PERSON
,9,3,Carmel,GPE
,9,5,Egypt,GPE
,9,7,Ethiopians,NORP
,9,7,Israel,GPE
,9,7,Israel,GPE
,9,7,Egypt,GPE
,9,7,Philistines,NORP
,9,7,Caphtor,ORG
,9,7,Syrians,NORP
,9,7,Kir,PERSON
,9,8,Jacob,PERSON
,9,9,Israel,GPE
,9,11,that day,DATE
,9,11,the tabernacle of David,ORG
,9,11,the days of old,DATE
,9,12,Edom,GPE
,9,14,Israel,GPE
,1,1,Obadiah,PERSON
,1,1,Edom,PERSON
,1,5,night,TIME
,1,6,Esau,PERSON
,1,8,that day,DATE
,1,8,Edom,ORG
,1,8,Esau,PERSON
,1,9,Teman,PERSON
,1,9,Esau,PERSON
,1,10,Jacob,PERSON
,1,11,the day,DATE
,1,11,on,PERSON
,1,11,the day,DATE
,1,11,Jerusalem,GPE
,1,11,one,CARDINAL
,1,12,on,PERSON
,1,12,the day,DATE
,1,12,the day,DATE
,1,12,Judah,PERSON
,1,12,the day,DATE
,1,12,the day,DATE
,1,13,the day,DATE
,1,13,on,PERSON
,1,13,the day,DATE
,1,13,on,PERSON
,1,13,the day,DATE
,1,14,the day,DATE
,1,15,the day,DATE
,1,16,so,PERSON
,1,17,mount Zion,LOC
,1,17,Jacob,PERSON
,1,18,Jacob,PERSON
,1,18,Joseph,PERSON
,1,18,Esau,PERSON
,1,18,Esau,PERSON
,1,19,Esau,PERSON
,1,19,Philistines,NORP
,1,19,Ephraim,PERSON
,1,19,Samaria,GPE
,1,19,Benjamin,PERSON
,1,19,Gilead,ORG
,1,20,Israel,GPE
,1,20,Canaanites,NORP
,1,20,Zarephath,GPE
,1,20,Jerusalem,GPE
,1,20,Sepharad,GPE
,1,21,on,PERSON
,1,21,mount Zion,LOC
,1,21,Esau,PERSON
,1,1,Jonah,PERSON
,1,1,Amittai,PERSON
,1,2,Nineveh,GPE
,1,3,Jonah,PERSON
,1,3,Tarshish,PERSON
,1,3,Joppa,GPE
,1,3,Tarshish,PERSON
,1,3,so,PERSON
,1,3,Tarshish,PERSON
,1,4,so,PERSON
,1,5,Jonah,PERSON
,1,6,So,PERSON
,1,6,so,PERSON
,1,7,So,PERSON
,1,7,lot,PERSON
,1,7,Jonah,PERSON
,1,9,Hebrew,LANGUAGE
,1,12,so,PERSON
,1,15,So,PERSON
,1,15,Jonah,PERSON
,1,17,Jonah,PERSON
,1,17,Jonah,PERSON
,1,17,three days,DATE
,1,17,three nights,DATE
,2,1,Jonah,PERSON
,2,9,thanksgiving,DATE
,2,10,Jonah,PERSON
,3,1,Jonah,PERSON
,3,1,second,ORDINAL
,3,2,Nineveh,PERSON
,3,3,So,PERSON
,3,3,Jonah,PERSON
,3,3,Nineveh,PERSON
,3,3,Nineveh,PERSON
,3,3,three days',DATE
,3,4,Jonah,PERSON
,3,4,day,DATE
,3,4,forty days,DATE
,3,4,Nineveh,GPE
,3,5,So,PERSON
,3,5,Nineveh,GPE
,3,5,put,PERSON
,3,5,on,PERSON
,3,6,Nineveh,GPE
,3,7,Nineveh,GPE
,4,1,Jonah,PERSON
,4,2,Tarshish,PERSON
,4,5,So,PERSON
,4,5,Jonah,PERSON
,4,5,on,PERSON
,4,6,Jonah,PERSON
,4,6,So,PERSON
,4,6,Jonah,PERSON
,4,7,the next day,DATE
,4,8,Jonah,PERSON
,4,9,Jonah,PERSON
,4,9,death,PERSON
,4,10,Thou,PERSON
,4,10,on,PERSON
,4,11,Nineveh,GPE
,4,11,thousand,CARDINAL
,1,1,Micah the Morasthite,PERSON
,1,1,the days,DATE
,1,1,Jotham,PERSON
,1,1,Ahaz,ORG
,1,1,Hezekiah,PERSON
,1,1,Judah,PERSON
,1,1,Samaria,GPE
,1,1,Jerusalem,GPE
,1,5,Jacob,PERSON
,1,5,Israel,GPE
,1,5,Jacob,PERSON
,1,5,Samaria,GPE
,1,5,Judah,PERSON
,1,5,Jerusalem,GPE
,1,6,Samaria,GPE
,1,9,Judah,PERSON
,1,9,Jerusalem,GPE
,1,10,Gath,PERSON
,1,10,Aphrah,PERSON
,1,11,Saphir,LOC
,1,11,Zaanan,GPE
,1,12,Maroth,PERSON
,1,12,Jerusalem,GPE
,1,13,Lachish,LANGUAGE
,1,13,daughter,PERSON
,1,13,Israel,GPE
,1,14,Moreshethgath,PERSON
,1,14,Achzib,LOC
,1,14,Israel,GPE
,1,15,Mareshah,PERSON
,1,15,Adullam,PERSON
,1,15,Israel,GPE
,2,2,so,PERSON
,2,4,that day,DATE
,2,4,one,CARDINAL
,2,5,lot,PERSON
,2,7,Jacob,PERSON
,2,12,Jacob,PERSON
,2,12,Israel,GPE
,2,12,put,PERSON
,2,12,Bozrah,GPE
,2,13,on,PERSON
,3,1,Jacob,PERSON
,3,1,Israel,GPE
,3,8,Jacob,PERSON
,3,8,Israel,GPE
,3,9,Jacob,PERSON
,3,9,Israel,GPE
,3,10,Zion,LOC
,3,10,Jerusalem,GPE
,3,12,Jerusalem,GPE
,4,1,the last days,DATE
,4,2,Jacob,PERSON
,4,2,Zion,GPE
,4,2,Jerusalem,GPE
,4,6,that day,DATE
,4,7,mount Zion,GPE
,4,8,daughter,PERSON
,4,8,Zion,GPE
,4,8,first,ORDINAL
,4,8,daughter,PERSON
,4,8,Jerusalem,GPE
,4,10,daughter,PERSON
,4,10,Zion,GPE
,4,10,Babylon,PERSON
,4,11,Zion,GPE
,4,13,daughter,PERSON
,5,1,daughter,PERSON
,5,1,Israel,GPE
,5,2,Bethlehem Ephratah,ORG
,5,2,thousands,CARDINAL
,5,2,Judah,PERSON
,5,2,Israel,GPE
,5,3,Israel,GPE
,5,5,Assyrian,NORP
,5,5,seven,CARDINAL
,5,5,eight,CARDINAL
,5,6,Assyria,GPE
,5,6,Nimrod,NORP
,5,6,Assyrian,NORP
,5,7,Jacob,PERSON
,5,8,Jacob,PERSON
,5,8,Gentiles,ORG
,5,10,that day,DATE
,5,14,so,PERSON
,6,2,Israel,GPE
,6,4,Egypt,GPE
,6,4,Moses,PERSON
,6,4,Aaron,PERSON
,6,4,Miriam,PERSON
,6,5,Balak,PERSON
,6,5,Moab,GPE
,6,5,Balaam,PERSON
,6,5,Beor,PERSON
,6,5,Shittim,ORG
,6,6,a year old,DATE
,6,7,thousands,CARDINAL
,6,7,ten thousands,CARDINAL
,6,14,deliverest,ORG
,6,16,Omri,PERSON
,6,16,Ahab,PERSON
,7,3,so,PERSON
,7,4,the day,DATE
,7,5,put,PERSON
,7,6,daughter,PERSON
,7,6,daughter,PERSON
,7,11,the day,DATE
,7,11,that day,DATE
,7,12,that day,DATE
,7,12,Assyria,GPE
,7,14,Carmel,ORG
,7,14,Bashan,GPE
,7,14,Gilead,ORG
,7,14,the days of old,DATE
,7,15,the days,DATE
,7,15,Egypt,GPE
,7,20,Jacob,PERSON
,7,20,Abraham,PERSON
,7,20,the days of old,DATE
,1,1,Nineveh,GPE
,1,1,Nahum,PERSON
,1,2,revengeth,PERSON
,1,2,revengeth,PERSON
,1,2,on,PERSON
,1,4,Bashan,PERSON
,1,4,Carmel,ORG
,1,4,Lebanon,GPE
,1,7,the day,DATE
,1,9,second,ORDINAL
,1,11,one,CARDINAL
,1,15,O Judah,PERSON
,2,2,Jacob,PERSON
,2,2,Israel,GPE
,2,3,the day,DATE
,2,7,Huzzab,PERSON
,2,8,Nineveh,GPE
,3,7,Nineveh,GPE
,3,9,Ethiopia,GPE
,3,9,Egypt,GPE
,3,9,Put,PERSON
,3,9,Lubim,GPE
,3,17,the cold day,DATE
,3,18,Assyria,PERSON
,1,1,Habakkuk,PERSON
,1,6,Chaldeans,NORP
,1,12,Holy One,PRODUCT
,1,13,on,PERSON
,2,5,death,PERSON
,2,9,on,PERSON
,2,15,on,PERSON
,2,16,on,PERSON
,2,17,Lebanon,GPE
,2,19,Awake,PERSON
,3,1,Habakkuk,PERSON
,3,1,Shigionoth,PERSON
,3,2,the years,DATE
,3,2,the years,DATE
,3,3,Teman,GPE
,3,3,One,CARDINAL
,3,3,Paran,GPE
,3,3,Selah,ORG
,3,7,Cushan,GPE
,3,7,Midian,LOC
,3,9,Selah,PERSON
,3,10,on,PERSON
,3,13,Selah,ORG
,3,16,the day,DATE
,3,19,on,PERSON
,1,1,Zephaniah,PERSON
,1,1,Cushi,ORG
,1,1,Gedaliah,PERSON
,1,1,Amariah,ORG
,1,1,Hizkiah,ORG
,1,1,the days,DATE
,1,1,Josiah,PERSON
,1,1,Amon,PERSON
,1,1,Judah,PERSON
,1,4,Judah,PERSON
,1,4,Jerusalem,GPE
,1,4,Baal,PERSON
,1,4,Chemarims,ORG
,1,5,Malcham,PERSON
,1,7,the day,DATE
,1,8,the day,DATE
,1,9,the same day,DATE
,1,9,on,PERSON
,1,10,that day,DATE
,1,10,second,ORDINAL
,1,11,Maktesh,GPE
,1,12,Jerusalem,GPE
,1,12,on,PERSON
,1,15,That day,DATE
,1,16,A day,DATE
,1,18,the day,DATE
,2,2,the day,DATE
,2,2,the day,DATE
,2,3,the day,DATE
,2,4,Gaza,GPE
,2,4,Ashkelon,PERSON
,2,4,Ashdod,FAC
,2,4,noon,TIME
,2,4,Ekron,ORG
,2,5,the sea coast,LOC
,2,5,Cherethites,PRODUCT
,2,5,O Canaan,GPE
,2,5,Philistines,NORP
,2,7,Judah,GPE
,2,7,Ashkelon,GPE
,2,8,Moab,GPE
,2,8,Ammon,PERSON
,2,9,Israel,GPE
,2,9,Moab,LOC
,2,9,Sodom,GPE
,2,9,Ammon,PERSON
,2,9,Gomorrah,GPE
,2,12,Ye Ethiopians,PERSON
,2,13,Assyria,GPE
,2,13,Nineveh,GPE
,3,3,morrow,DATE
,3,5,every morning,TIME
,3,6,so,PERSON
,3,7,so,PERSON
,3,8,the day,DATE
,3,9,one,CARDINAL
,3,10,Ethiopia,GPE
,3,10,daughter,PERSON
,3,11,that day,DATE
,3,13,Israel,GPE
,3,14,daughter,PERSON
,3,14,Zion,GPE
,3,14,Israel,GPE
,3,14,daughter,PERSON
,3,14,Jerusalem,GPE
,3,15,Israel,GPE
,3,16,that day,DATE
,3,16,Jerusalem,GPE
,3,16,Zion,GPE
,3,19,put,PERSON
,1,1,the second year,DATE
,1,1,Darius,PERSON
,1,1,the sixth month,DATE
,1,1,the first day of the month,DATE
,1,1,Haggai,PERSON
,1,1,Zerubbabel,PERSON
,1,1,Shealtiel,GPE
,1,1,Judah,PERSON
,1,1,Joshua,PERSON
,1,1,Josedech,PERSON
,1,3,Haggai the prophet,PERSON
,1,6,put,PERSON
,1,9,Ye,PERSON
,1,12,Zerubbabel,PERSON
,1,12,Shealtiel,PERSON
,1,12,Joshua,PERSON
,1,12,Josedech,PERSON
,1,12,Haggai,PERSON
,1,13,Haggai,PERSON
